url;fornecedor;nome;preco;descricao;dimensoes;fotos
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-espuma-solteiro?product_id=2306;Atacadao;COLCHAO D28 EPS 78X188X18 SUDOESTE ISODREAM;R$ 359,90;"O colchão sudoeste isodream vai trazer muito conforto. Especificações Técnicas: Formato: Solteiro Desindade: D28 Tipo: Espuma EPS Revestimento Colchao: D28 selada com 6cm + 1cm bordado; tecido do tampo poliester; tecido da faixa; suede marrom escuro liso Dimensões Altura: 18cm Largura: 188cm Profundidade: 78cm OBS: PODE EXISTIR VARIAÇÃO DE COR";Altura: 18cm | Largura: 188cm | Profundidade: 78cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/1751c708e5cf.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-espuma-solteiro?product_id=3525;Atacadao;COLCHAO D33 88X188X20 SONOS HOME 33;R$ 639,90;OBS: pode haver variação na estampa e na cor do tecido. Imagem meramente ilustrativa. O Sonos Home 33 é um colchão ideal para quem procura qualidade e conforto. Espuma: D33 Biotipo adequado: Suporta peso de até 120kg. Dimensões: Altura: 20 cm Largura: 88 cm Profundidade: 188 cm Garantia: 03 meses.;Altura: 20 cm | Largura: 88 cm | Profundidade: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/00a50d5479c0.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-espuma-solteiro?product_id=4341;Atacadao;COLCHAO D33 88X188X17 DESIGN RAJADO;R$ 599,90;O colchão Design é perfeito para seu conforto. Especificações Técnicas: Formato: Solteiro Tipo: Espuma Densidade: D33 Revestimento: Tecido 100% com poliéster bordado Dimensões Altura: 17cm Largura: 188cm Profundidade: 88cm OBS: PODE EXISTIR VARIAÇÃO DE COR.;Altura: 17cm | Largura: 188cm | Profundidade: 88cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/3299e95f08cc.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-espuma-solteiro?product_id=4101;Atacadao;COLCHAO D33 88X188X17 MERON SOFT;R$ 599,90;O Colchão Meron Soft vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Solteiro Espuma D33 Revestimento lateral em matelassê: sim Dimensões: Altura: 188cm Largura: 88cm Profundidade: 17cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 188cm | Largura: 88cm | Profundidade: 17cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/036a981047c7.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4468;Atacadao;COLCHAO D28 EPS 138X188X30 RECONFLEX GOLD FLEX PLUS ONE;R$ 999,90;O colchão Gold Flex da Reconflex vai trazer mais conforto para você. Espuma: D28 Revestimento: Poliéster Dimensões Altura: 30 cm Largura: 138 cm Comprimento:188 cm Garantia: 3 meses;Altura: 30 cm | Largura: 138 cm | Comprimento: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/df4f3197b7bb.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4469;Atacadao;COLCHAO D28 EPS 158X198X30 RECONFLEX GOLD FLEX PLUS ONE;R$ 1.199,90;O colchão Gold Flex da Reconflex vai trazer mais conforto para você. Espuma: D28 Revestimento: Poliéster Dimensões Altura: 30 cm Largura: 198 cm Profundidade: 158 cm Garantia: 3 meses;Altura: 30 cm | Largura: 198 cm | Profundidade: 158 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/df4f3197b7bb.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4470;Atacadao;COLCHAO D28 EPS 88X188X24 RECONFLEX GOLD FLEX PLUS ONE;R$ 599,90;O colchão Gold Flex da Reconflex vai trazer mais conforto para você. Espuma: D28 Revestimento: Poliéster Dimensões Altura: 24 cm Largura: 88 cm Comprimento: 188 cm Garantia: 3 meses;Altura: 24 cm | Largura: 88 cm | Comprimento: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/de48174bceb8.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4140;Atacadao;COLCHAO MOLAS 110X200X28 RECONFLEX MOSCOU ENSACADAS;R$ 999,98;O Colchão de molas enscadas moscou da reconflex vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Solteirão molas ensacadas: sim Revestimento colchão: espuma selada tecido: Tecido malha, Tecido jacquard Dimensões: Altura: 200cm Largura: 110cm Profundidade: 28cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 200cm | Largura: 110cm | Profundidade: 28cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/400c9344885c.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3587;Atacadao;COLCHAO MOLAS 138X188X28 ORTOBOM ELEGANT SUPERPOCK;R$ 2.199,90;O Colchão Elegant Superpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas ensacadas Tecido: Bambu Fresh em malha de poliéster Sistema No Turn: sim (não precisa virar o colchão) Revestimento: tecido 100% Poliuretano em molas ensacadas individualmente Dimensões: Altura: 28cm Largura: 188cm Profundidade: 138cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 28cm | Largura: 188cm | Profundidade: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/6d451eccc25b.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=981;Atacadao;COLCHAO MOLAS 138X188X28 RECONFLEX REAL ENSACADAS;R$ 1.499,90;O Colchão Real da Reconflex é a escolha perfeita para quem quer dormir bem e ter uma vida mais saudável. Molas Ensacadas: Sim Tecido Malha : Sim Espuma Selada: Sim Capacidade de peso suportado: Até 150 kg Dimensões Altura: 28 cm Largura:138 cm Profundidade: 188 cm Garantia: 3 Meses;Altura: 28 cm | Largura: 138 cm | Profundidade: 188  cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/4cd173ccc763.webp|https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/9c6afa8ea3ee.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=980;Atacadao;COLCHAO MOLAS 138X188X32 RECONFLEX EVOLUTION;R$ 1.999,90;O Colchão Evolution da Reconflex é a escolha perfeita para você que busca um sono profundo e relaxante, nada melhor do que se deitar em um colchão confortável e aconchegante. Molas Ensacadas: Sim Pillow Top: Sim Tecido Malha Soft : Sim Dimensões Altura: 32 cm Largura:138 cm Profundidade:188 cm Garantia: 3 Meses;Altura: 32 cm | Largura: 138 cm | Profundidade: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/667ebdb415e4.webp|https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/82a65bfb1091.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3200;Atacadao;COLCHAO MOLAS 138X188X32 RECONFLEX PROTETTORE C/PILLOW;R$ 2.099,90;O colchão Protettore com pillow da Reconflex vai trazer mais conforto para você. Especificações Técnicas: Formato: Casal Tipo: Espuma Espuma selada: sim Tecido: suavidade na malha e sofisticação do suede Dimensões Altura: 32cm Largura: 188cm Comprimento: 138cm OBS: PODE EXISTIR VARIAÇÃO DE COR;Altura: 32cm | Largura: 188cm | Comprimento: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/6ea2423a75fd.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4295;Atacadao;COLCHAO MOLAS 158X198X25 ORTOBOM AIRTECH SPRINGPOCKET;R$ 2.199,90;O Colchão Airtech Springpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas Superpocket ensacadas individualmente Lâmina de EPS: sim Sistema No Turn: sim (não precisa virar o lado do colchão) Revestimento: Poliéster e viscose Dimensões: Altura: 198cm Largura: 158cm Profundidade: 25cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 198cm | Largura: 158cm | Profundidade: 25cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/f1ebcf37f659.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3588;Atacadao;COLCHAO MOLAS 158X198X28 ORTOBOM ELEGANT SUPERPOCK;R$ 2.599,90;O Colchão Elegant Superpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas ensacadas Tecido: Bambu Fresh em malha de poliéster Sistema No Turn: sim (não precisa virar o colchão) Revestimento: tecido 100% Poliuretano em molas ensacadas individualmente Dimensões: Altura: 28cm Largura: 198cm Profundidade: 158cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 28cm | Largura: 198cm | Profundidade: 158cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/6d451eccc25b.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3375;Atacadao;COLCHAO MOLAS 158X198X28 RECONFLEX MOSCOU ENSACADAS;R$ 1.499,90;O Colchão de molas enscadas moscou da reconflex vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Molas ensacadas: sim Revestimento colchão: espuma selada Tecido: Tecido malha, Tecido jacquard Dimensões Altura: 28cm Largura: 188cm Profundidade: 158cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 28cm | Largura: 188cm | Profundidade: 158cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/21b3eaaa7901.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3373;Atacadao;COLCHAO MOLAS 158X198X32 RECONFLEX EVOLUTION;R$ 2.199,90;O Colchão Evolution da Reconflex é a escolha perfeita para você que busca um sono profundo e relaxante, nada melhor do que se deitar em um colchão confortável e aconchegante. Molas Ensacadas: Sim Pillow Top: Sim Tecido Malha Soft : Sim Dimensões Altura: 32 cm Largura:158 cm Profundidade:198 cm Garantia: 03 Meses;Altura: 32 cm | Largura: 158 cm | Profundidade: 198 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/667ebdb415e4.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal/colchao-molas-158x198x32-reconflex-protettore-c-pillow;Atacadao;COLCHAO MOLAS 158X198X32 RECONFLEX PROTETTORE C/PILLOW;R$ 2.399,90;O colchão Protettore com pillow da Reconflex vai trazer mais conforto para você. Especificações Técnicas: Formato: Casal Tipo: Espuma Espuma selada: sim Tecido: suavidade na malha e sofisticação do suede Dimensões Altura: 32cm Largura: 198cm Comprimento: 158cm OBS: PODE EXISTIR VARIAÇÃO DE COR;Altura: 32cm | Largura: 198cm | Comprimento: 158cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/6ea2423a75fd.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal/colchao-molas-192x203x32-reconflex-evolution;Atacadao;COLCHAO MOLAS 192X203X32 RECONFLEX EVOLUTION;R$ 2.499,90;O Colchão King de Molas da Reconflex vai trazer mais conforto para você. Tecido Malha: sim Espuma selada: sim Molas ensacadas: sim Capacidade de peso suportado: 150 kg Dimensões Altura: 203 cm Largura: 198 cm Profundidade: 32 cm Garantia: 3 meses;Altura: 203 cm | Largura: 198 cm | Profundidade: 32 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/894d0d8c8ad4.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4471;Atacadao;COLCHAO MOLAS 192X203X32 RECONFLEX MOSCOU ENSACADAS;R$ 1.999,90;Você que busca um sono profundo e relaxante, nada melhor do que se deitar em um colchão extremamente confortável e aconchegante. O Colchão Moscou é a escolha perfeita para você! Dimensões Altura: 32 cm Largura: 203 cm Comprimento: 192 cm Garantia: 3 meses;Altura: 32 cm | Largura: 203 cm | Comprimento: 192 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/400c9344885c.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3818;Atacadao;COLCHAO QUEEN MOLAS 158X198X28 RECONFLEX REAL ENSACADAS;R$ 1.649,90;O colchão Queen da Reconflex vai trazer muito conforto. Especificações Técnicas: Formato: Casal Espuma Selada: sim Tipo: Malha Molas ensacadas: sim Dimensões Altura: 28cm Largura: 188cm Profundidade: 158cm OBS: PODE EXISTIR VARIAÇÃO DE COR;Altura: 28cm | Largura: 188cm | Profundidade: 158cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/46e1ed6ec471.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4486;Atacadao;COLCHAO MOLAS 138X188X24 RECONFLEX COMFORT BLACK ENSACADAS;R$ 999,90;Durma bem e acorde renovado com o Colchão Comfort da Reconflex. Especificações Técnicas Tamanho: Casal Capacidade: Até 120 kg Estrutura: Molas Ensacadas Tecido: Malha Espuma: Selada Dimensões Altura: 24 cm Largura: 138 cm Comprimento: 188 cm Garantia: 03 meses;Altura: 24 cm | Largura: 138 cm | Comprimento: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/88c7a47af6c0.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=4294;Atacadao;COLCHAO MOLAS 138X188X25 ORTOBOM AIRTECH SPRINGPOCKET;R$ 1.999,90;O Colchão Airtech Springpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas Superpocket ensacadas individualmente Lâmina de EPS: sim Sistema No Turn: sim (não precisa virar o lado do colchão) Revestimento: Poliéster e viscose Dimensões: Altura: 198cm Largura: 158cm Profundidade: 25cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 198cm | Largura: 158cm | Profundidade: 25cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/3532831e2bbd.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3374;Atacadao;COLCHAO MOLAS 138X188X28 RECONFLEX MOSCOU ENSACADAS;R$ 1.299,90;O Colchão de molas enscadas moscou da reconflex vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Molas ensacadas: sim Revestimento colchão: espuma selada Tecido: Tecido malha, Tecido jacquard Dimensões Altura: 188cm Largura: 138cm Profundidade: 28cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 188cm | Largura: 138cm | Profundidade: 28cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/400c9344885c.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3592;Atacadao;COLCHAO MOLAS 138X188X30 ORTOBOM AIRTECH SPRINGPOCKET;R$ 1.999,90;O Colchão Airtech Springpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas Superpocket ensacadas individualmente Lâmina de EPS: sim Sistema No Turn: sim (não precisa virar o lado do colchão) Revestimento: Poliéster e viscose Dimensões Altura: 30cm Largura: 188cm Profundidade: 138cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 30cm | Largura: 188cm | Profundidade: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/f1ebcf37f659.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3589;Atacadao;COLCHAO MOLAS 138X188X38 ORTOBOM STAR NEW;R$ 2.399,90;O Colchão Star New da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas ensacadas individualmente Revestimento: Poliéster e viscose Dimensões: Altura: 38cm Largura: 188cm Profundidade: 138cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 38cm | Largura: 188cm | Profundidade: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/953f335544ba.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3593;Atacadao;COLCHAO MOLAS 158X198X30 ORTOBOM AIRTECH SPRINGPOCKET;R$ 2.499,90;O Colchão Airtech Springpocket da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas Superpocket ensacadas individualmente Lâmina de EPS: sim Sistema No Turn: sim (não precisa virar o lado do colchão) Revestimento: Poliéster e viscose Dimensões Altura: 198cm Largura: 158cm Profundidade: 30cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 198cm | Largura: 158cm | Profundidade: 30cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/3532831e2bbd.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal?product_id=3590;Atacadao;COLCHAO MOLAS 158X198X38 ORTOBOM STAR NEW;R$ 2.799,90;O Colchão Star New da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Espuma: Molas ensacadas individualmente Revestimento: Poliéster e viscose Dimensões: Altura: 158cm Largura: 198cm Profundidade: 38cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 158cm | Largura: 198cm | Profundidade: 38cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/953f335544ba.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-casal/colchao-molas-192x203x32-reconflex-protettore-c-pillow;Atacadao;COLCHAO MOLAS 192X203X32 RECONFLEX PROTETTORE C/PILLOW;R$ 2.899,90;O Colchão Protettore da Reconflex vai trazer mais conforto para você. Molejo miralastic: sim Espuma Viscoelastico: sim Camada de conforto com Pillow Top: sim Dimensões Altura: 203 cm Largura: 192 cm Profundidade: 32 cm Garantia: 3 meses;Altura: 203 cm | Largura: 192 cm | Profundidade: 32 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/187f577c240e.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-solteiro?product_id=3376;Atacadao;COLCHAO MOLAS 88X188X28 RECONFLEX MOSCOU ENSACADAS;R$ 799,90;O Colchão de molas enscadas moscou da reconflex vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Solteiro molas ensacadas: sim Revestimento colchão: espuma selada tecido: Tecido malha, Tecido jacquard Dimensões: Altura: 28cm Largura: 188cm Profundidade: 88cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 28cm | Largura: 188cm | Profundidade: 88cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/0deab16ffcb2.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-solteiro?product_id=4363;Atacadao;COLCHAO 108X198X25 PLUMATEX LUNNA PRIME;R$ 999,90;O Colchão Lunna Prime da Plumatex é um produto desenvolvido para proporcionar conforto, suporte ideal e durabilidade, garantindo noites tranquilas de sono. Especificações Técnicas: Formato: Solteirão Molas ensacadas individualmente: sim Borda espuma convencional: D28 Revestimento superior: 100% Poliéster Dimensões Altura: 25 cm Largura: 108 cm Profundidade: 198 cm Garantia: 03 meses;Altura: 25 cm | Largura: 108 cm | Profundidade: 198 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/56e3a43469a6.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-solteiro?product_id=4485;Atacadao;COLCHAO MOLAS 88X188X24 RECONFLEX COMFORT BLACK ENSACADAS;R$ 699,90;Durma bem e acorde renovado com o Colchão Comfort da Reconflex. Especificações Técnicas Tamanho: Solteiro Capacidade: Até 120 kg Estrutura: Molas Ensacadas Tecido: Malha Espuma: Selada Dimensões Altura: 24 cm Largura: 88 cm Comprimento: 188 cm Garantia: 03 meses;Altura: 24 cm | Largura: 88 cm | Comprimento: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/8f9d0a11624b.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-mola-solteiro?product_id=3819;Atacadao;COLCHAO MOLAS 88X188X28 RECONFLEX REAL ENSACADAS;R$ 939,90;O colchão Queen da Reconflex vai trazer muito conforto. Especificações Técnicas: Formato: Solteiro Espuma Selada: sim Tipo: Malha Molas ensacadas: sim Dimensões Altura: 28cm Largura: 188cm Profundidade: 88cm OBS: PODE EXISTIR VARIAÇÃO DE COR;Altura: 28cm | Largura: 188cm | Profundidade: 88cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/3e790801b5c0.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=690;Atacadao;COLCHAO D28 138X188X18 MERON SOFT ONE FACE;R$ 649,90;O colchão Meron Soft One Face favorece uma melhor qualidade de sono, garantindo a qualidade e o conforto que você merece. Especificações Técnicas: Formato: Casal Tipo: Espuma EPS Densidade: D28 Revestimento: Revestido com uma lamina de espuma convencional flexível de poliuretano com, poliestireno expandido (EPS) com 10cm de espessura. Dimensões Altura: 18cm Largura: 188cm Profundidade: 138cm OBS: PODE EXISTIR VARIAÇÃO DE COR;Altura: 18cm | Largura: 188cm | Profundidade: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/d07c849bb62d.webp|https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/659700ab457c.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=994;Atacadao;COLCHAO D28 EPS 138X188X18 PLUMATEX ISOPLUMA;R$ 629,90;O Colchão Isopluma da Plumatex é ideal para quem buscam conforto! Especificações Tipo de Colchão: Espuma atômico Tecido com Tratamento do Colchão: Anti Ácaro e Anti Fungo Bordado do Revestimento do Colchão: Matelassê Forração Revestimento do Colchão: Poliéster Tecido de Revestimento da Faixa Lateral do Colchão: Jacquard Peso Máximo Suportado do Colchão: 110 kg Densidade da Espuma do Colchão: D28 Dimensões Altura: 18 cm Largura:138 cm Comprimento: 188 cm Garantia: 03 meses;Altura: 18 cm | Largura: 138 cm | Comprimento: 188 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/2c382f226fb4.webp|https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/9c0e92e32d6e.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=973;Atacadao;COLCHAO D28 EPS 138X188X18 RECONFLEX GOLD FLEX;R$ 799,90;O colchão Gold Flex da Reconflex vai trazer mais conforto para você. Espuma: D28 Revestimento: Poliéster Poliestireno expandido: sim Capacidade de peso suportado: 90 kg Dimensões Altura: 18 cm Largura: 188 cm Profundidade: 138 cm Garantia: 3 meses;Altura: 18 cm | Largura: 188 cm | Profundidade: 138 cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/fda08bf7e266.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=3604;Atacadao;COLCHAO D33 138X188X024 MERON ONE FACE GOLD;R$ 999,90;O colchão D33 One Face Golf é perfeito para quem precisa descansar com um sono de qualidade. Especificações Técnicas: Formato: Casal Tipo: Misto Densidade: D33 Revestimento: Tecido plano 100% com poliéster bordado e espuma convencional flexível de poliuretano. Dimensões Altura: 188cm Largura: 138cm Profundidade: 24cm OBS: PODE EXISTIR VARIAÇÃO DE COR.;Altura: 188cm | Largura: 138cm | Profundidade: 24cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/5079fcc9555a.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=3207;Atacadao;COLCHAO D33 EPS 138X188X18 ORTOBOM AIRTECH;R$ 1.199,90;O Colchão Airtech da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Densidade: D33 Tipo: Espuma EPS Revestimento em malha: sim Bordado em matelassê: sim Dimensões: Altura: 18cm Largura: 188cm Profundidade: 138cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA;Altura: 18cm | Largura: 188cm | Profundidade: 138cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/faeace8f5c12.webp
https://www.catalogoatacadaodosmoveis.com.br/colchao-e-estofado/colchao-misto-casal?product_id=4174;Atacadao;COLCHAO D45 EPS 138X188X18 ORTOBOM AIRTECH 150;R$ 1.299,90;O Colchão Airtech da Ortobom vai te trazer noites maravilhosas de sono e muito conforto. Especificações técnicas Formato: Casal Densidade: D45 Tipo: Espuma EPS Revestimento em malha: sim Bordado em matelassê: sim Dimensões: Altura: 188cm Largura: 138cm Profundidade: 18cm GARANTIA: 03 MESES DIRETO NA ASSISTÊNCIA TÉCNICA AUTORIZADA DA FÁBRICA.;Altura: 188cm | Largura: 138cm | Profundidade: 18cm;https://dhsjxyuecrjsoneevxkx.supabase.co/storage/v1/object/public/fotos-produtos/atacadao/d1c0fe9a3183.webp
